id,banco,fecha_operacion,descripcion,referencia,monto,saldo_operacion,etiqueta,
602,BBVA,05/01/2024,P14 AMERICAN EXPRESS,,35041.2,,Retiro,
603,BBVA,08/01/2024,T20 SPEI RECIBIDOBANORTE,,11600,,Deposito,
604,BBVA,08/01/2024,W02 DEPOSITO DE TERCERO,,67280,,Deposito,
605,BBVA,08/01/2024,N06 PAGO CUENTA DE TERCERO,,1554,,Retiro,
606,BBVA,08/01/2024,T17 SPEI ENVIADO BANORTE,,18096,,Retiro,
607,BBVA,08/01/2024,T17 SPEI ENVIADO BANORTE,,38604.8,,Retiro,
608,BBVA,09/01/2024,T17 SPEI ENVIADO SCOTIABANK,,6000,,Retiro,
609,BBVA,09/01/2024,T20 SPEI RECIBIDOSANTANDER,,14616,,Deposito,
610,BBVA,09/01/2024,T20 SPEI RECIBIDOBAJIO,,9280,,Deposito,
611,BBVA,09/01/2024,T20 SPEI RECIBIDOSCOTIABANK,,19720,,Deposito,
612,BBVA,10/01/2024,N06 PAGO CUENTA DE TERCERO,,1412,,Retiro,
613,BBVA,10/01/2024,N06 PAGO CUENTA DE TERCERO,,42533.3,,Deposito,
614,BBVA,10/01/2024,N06 PAGO CUENTA DE TERCERO,,146160,,Deposito,
615,BBVA,10/01/2024,W02 DEPOSITO DE TERCERO,,7670.5,,Deposito,
616,BBVA,11/01/2024,W02 DEPOSITO DE TERCERO,,10440,,Deposito,
617,BBVA,11/01/2024,N06 PAGO CUENTA DE TERCERO,,15971.4,,Retiro,
618,BBVA,11/01/2024,N03 TRASPASO CUENTAS PROPIAS,,57249.8,,Retiro,
619,BBVA,11/01/2024,N03 TRASPASO CUENTAS PROPIAS,,44542.5,,Retiro,
620,BBVA,11/01/2024,W02 DEPOSITO DE TERCERO,,22011,,Deposito,
621,BBVA,11/01/2024,W02 DEPOSITO DE TERCERO,,5359.2,,Deposito,
622,BBVA,11/01/2024,W02 DEPOSITO DE TERCERO,,43639.2,,Deposito,
623,BBVA,11/01/2024,W02 DEPOSITO DE TERCERO,,13015.2,,Deposito,
624,BBVA,11/01/2024,W02 DEPOSITO DE TERCERO,,34336,,Deposito,
625,BBVA,11/01/2024,N06 PAGO CUENTA DE TERCERO,,17400,,Deposito,
626,BBVA,11/01/2024,TK7 SITB2HONORARIOSAUDITORIAE,,45240,,Deposito,
627,BBVA,11/01/2024,TK7 SITB2F9849 MALDONADO,,45240,,Deposito,
628,BBVA,11/01/2024,W02 DEPOSITO DE TERCERO,,23200,,Deposito,
629,BBVA,12/01/2024,T20 SPEI RECIBIDOBANAMEX,,24128,,Deposito,
630,BBVA,12/01/2024,N06 PAGO CUENTA DE TERCERO,,285300,,Retiro,
631,BBVA,12/01/2024,T20 SPEI RECIBIDOSANTANDER,,8816,,Deposito,
632,BBVA,12/01/2024,W02 DEPOSITO DE TERCERO,,12325,,Deposito,
633,BBVA,12/01/2024,W02 DEPOSITO DE TERCERO,,25665,,Deposito,
634,BBVA,12/01/2024,N06 PAGO CUENTA DE TERCERO,,7814,,Retiro,
635,BBVA,12/01/2024,N06 PAGO CUENTA DE TERCERO,,184,,Retiro,
636,BBVA,15/01/2024,W02 DEPOSITO DE TERCERO,,9280,,Deposito,
637,BBVA,15/01/2024,N06 PAGO CUENTA DE TERCERO,,19720,,Deposito,
638,BBVA,15/01/2024,N03 TRASPASO CUENTAS PROPIAS,,9109.3,,Retiro,
639,BBVA,15/01/2024,N03 TRASPASO CUENTAS PROPIAS,,6485.52,,Retiro,
640,BBVA,15/01/2024,N06 PAGO CUENTA DE TERCERO,,8787,,Retiro,
641,BBVA,16/01/2024,N06 PAGO CUENTA DE TERCERO,,8120,,Deposito,
642,BBVA,16/01/2024,W02 DEPOSITO DE TERCERO,,32282.8,,Deposito,
643,BBVA,16/01/2024,W02 DEPOSITO DE TERCERO,,5359.2,,Deposito,
644,BBVA,16/01/2024,N06 PAGO CUENTA DE TERCERO,,599,,Retiro,
645,BBVA,16/01/2024,N03 TRASPASO CUENTAS PROPIAS,,73783.2,,Retiro,
646,BBVA,16/01/2024,N03 TRASPASO CUENTAS PROPIAS,,34197.8,,Retiro,
647,BBVA,17/01/2024,N06 PAGO CUENTA DE TERCERO,,5800,,Deposito,
648,BBVA,17/01/2024,T20 SPEI RECIBIDOSCOTIABANK,,2023.97,,Deposito,
649,BBVA,17/01/2024,T20 SPEI RECIBIDOSCOTIABANK,,9425,,Deposito,
650,BBVA,18/01/2024,T20 SPEI RECIBIDOBANREGIO,,9976,,Deposito,
651,BBVA,18/01/2024,W02 DEPOSITO DE TERCERO,,2679.6,,Deposito,
652,BBVA,18/01/2024,TJ3 SITB22591,,23490,,Deposito,
653,BBVA,18/01/2024,P14 TELCEL,,399,,Retiro,
654,BBVA,18/01/2024,P14 TELCEL,,648.99,,Retiro,
655,BBVA,18/01/2024,N06 PAGO CUENTA DE TERCERO,,10875.2,,Retiro,
656,BBVA,22/01/2024,W02 DEPOSITO DE TERCERO,,13398,,Deposito,
657,BBVA,22/01/2024,N06 PAGO CUENTA DE TERCERO,,1137.7,,Retiro,
658,BBVA,22/01/2024,N06 PAGO CUENTA DE TERCERO,,22504,,Deposito,
659,BBVA,22/01/2024,T20 SPEI RECIBIDOSANTANDER,,4640,,Deposito,
660,BBVA,22/01/2024,N03 TRASPASO CUENTAS PROPIAS,,5251.15,,Retiro,
661,BBVA,23/01/2024,T17 SPEI ENVIADO SANTANDER,,5688,,Retiro,
662,BBVA,23/01/2024,T17 SPEI ENVIADO SCOTIABANK,,26680,,Retiro,
663,BBVA,23/01/2024,N06 PAGO CUENTA DE TERCERO,,3480,,Deposito,
664,BBVA,23/01/2024,N06 PAGO CUENTA DE TERCERO,,3480,,Deposito,
665,BBVA,23/01/2024,T17 SPEI ENVIADO BANORTE,,2204,,Retiro,
666,BBVA,23/01/2024,N06 PAGO CUENTA DE TERCERO,,701.5,,Retiro,
667,BBVA,24/01/2024,N03 TRASPASO CUENTAS PROPIAS,,67923,,Retiro,
668,BBVA,24/01/2024,N03 TRASPASO CUENTAS PROPIAS,,62957,,Retiro,
669,BBVA,24/01/2024,N06 PAGO CUENTA DE TERCERO,,393.21,,Retiro,
670,BBVA,24/01/2024,N06 PAGO CUENTA DE TERCERO,,6090,,Deposito,
671,BBVA,24/01/2024,N06 PAGO CUENTA DE TERCERO,,23200,,Deposito,
672,BBVA,24/01/2024,T20 SPEI RECIBIDOBANORTE,,4060,,Deposito,
673,BBVA,25/01/2024,T17 SPEI ENVIADO BANORTE,,38604.8,,Retiro,
674,BBVA,25/01/2024,T17 SPEI ENVIADO BANORTE,,18096,,Retiro,
675,BBVA,25/01/2024,W02 DEPOSITO DE TERCERO,,2436,,Deposito,
676,BBVA,25/01/2024,W02 DEPOSITO DE TERCERO,,14024.4,,Deposito,
677,BBVA,25/01/2024,TK7 SITB2F1E0CD MALDONADO VIL,,46400,,Deposito,
678,BBVA,26/01/2024,N03 TRASPASO CUENTAS PROPIAS,,14616,,Retiro,
679,BBVA,26/01/2024,N03 TRASPASO CUENTAS PROPIAS,,51483.5,,Retiro,
680,BBVA,26/01/2024,N03 TRASPASO CUENTAS PROPIAS,,44542.5,,Retiro,
681,BBVA,26/01/2024,T20 SPEI RECIBIDOBANORTE,,13920,,Deposito,
682,BBVA,26/01/2024,T20 SPEI RECIBIDOHSBC,,3197.25,,Deposito,
683,BBVA,29/01/2024,T17 SPEI ENVIADO STP,,4047.94,,Retiro,
684,BBVA,29/01/2024,N03 TRASPASO CUENTAS PROPIAS,,9753.64,,Retiro,
685,BBVA,29/01/2024,N03 TRASPASO CUENTAS PROPIAS,,8373.09,,Retiro,
686,BBVA,29/01/2024,N06 PAGO CUENTA DE TERCERO,,1000,,Retiro,
687,BBVA,29/01/2024,W02 DEPOSITO DE TERCERO,,5104,,Deposito,
688,BBVA,29/01/2024,T20 SPEI RECIBIDOBANAMEX,,12180,,Deposito,
689,BBVA,29/01/2024,N06 PAGO CUENTA DE TERCERO,,3828,,Deposito,
690,BBVA,30/01/2024,W02 DEPOSITO DE TERCERO,,25520,,Deposito,
691,BBVA,30/01/2024,N06 PAGO CUENTA DE TERCERO,,10000,,Retiro,
692,BBVA,30/01/2024,N06 PAGO CUENTA DE TERCERO,,8787,,Retiro,
693,BBVA,30/01/2024,N06 PAGO CUENTA DE TERCERO,,20000,,Retiro,
694,BBVA,30/01/2024,N06 PAGO CUENTA DE TERCERO,,6380,,Deposito,
695,BBVA,31/01/2024,N06 PAGO CUENTA DE TERCERO,,162400,,Retiro,
696,BBVA,31/01/2024,N06 PAGO CUENTA DE TERCERO,,8932,,Deposito,
697,BBVA,31/01/2024,W02 DEPOSITO DE TERCERO,,15590.4,,Deposito,
698,BBVA,31/01/2024,W02 DEPOSITO DE TERCERO,,9280,,Deposito,
699,BBVA,31/01/2024,N06 PAGO CUENTA DE TERCERO,,119481,,Retiro,
700,BBVA,31/01/2024,T20 SPEI RECIBIDOHSBC,,15660,,Deposito,
701,BBVA,31/01/2024,T20 SPEI RECIBIDOBANORTE,,3480,,Deposito,
702,BBVA,31/01/2024,T20 SPEI RECIBIDOSANTANDER,,928,,Deposito,
703,BBVA,31/01/2024,N06 PAGO CUENTA DE TERCERO,,38666.7,,Deposito,
704,BBVA,31/01/2024,P14 AMERICAN EXPRESS,,37849.9,,Retiro,
705,Scotiabank,02/12/2024,Fecha Concepto Origen/Referencia DepÃ³sito Retiro Saldo TRANSF INTERBANCARIA SPEI,505,46400,231333,Deposito,
706,Scotiabank,02/12/2024,TRANSF INTERBANCARIA SPEI /PUNTA QUATRO PA HSBC495690 PUNTA QUATRO Q S A DE C V //021650040525691008 SEL TRANSF. INTERBANCARIA SPEI,21224,3250,228083,Retiro,
707,Scotiabank,02/12/2024,BBVA MEXICO PAGO /38933599 17:11:12 2024120240044B36K0000063380586 FECHA OPERACION: MALDONADO VILLASENOR CONSULTOR ES SC /012650001152113790 SEL TRASPASO ENTRE CUENTAS,18,950,227133,Retiro,
708,Scotiabank,02/12/2024,BERCANDA PAGO HOSPEDAJE 001738770027 17:15:28 TRANSF INTERBANCARIA SPEI,21224,1200,228333,Deposito,
709,Scotiabank,02/12/2024,TRANSF INTERBANCARIA SPEI /HONORARIOS CONT 7279CP01202412023589895246 FRANCISCA GUASCH CANELA //072650000152273082 03 DIC TRANSF INTERBANCARIA SPEI,2410240,1100,229433,Deposito,
710,Scotiabank,03/12/2024,TRANSF INTERBANCARIA SPEI /CONTABILIDAD DI MBAN01002412030079559705 OLIVIA LINARES ROMERO //012650011746360237 SEL TRANSF. INTERBANCARIA SPEI,31224,500,228933,Retiro,
711,Scotiabank,03/12/2024,STP RECARGA TAG /42701597 14:34:29 2024120340044B36K0000063401273 FECHA OPERACION: COBRO ELECTRONICO DE PEAJE SA DE CV /646180103301286283 SEL TRANSF. INTERBANCARIA SPEI,31224,103000,125933,Retiro,
712,Scotiabank,03/12/2024,BBVA MEXICO PAGO FINIQUITO /43189477 16:31:31 2024120340044B36K0000063406318 FECHA OPERACION: MALDONADO VILLASENOR CONSULTOR ES SC /012650001164911702 04 DIC TRANSF INTERBANCARIA SPEI,309240,2820.01,128753,Deposito,
713,Scotiabank,04/12/2024,TRANSF INTERBANCARIA SPEI /HONORARIOS NOV2 MBAN01002412040082256806 LUZ DEL CARMEN PELLICO GOMEZ H /ARO/012650001868877 SEL TRANSF. INTERBANCARIA SPEI,41224,6000,122753,Retiro,
714,Scotiabank,04/12/2024,SANTANDER COMPRA DE COMBUSTIBLE MALDONADO VILLASE /46300072 13:49:10 2024120440044B36K0000063426454 FECHA OPERACION: YZI AVENTURA LOMAS S DE RL DE CV /014180655041399947 SEL TRANSF. INTERBANCARIA SPEI,41224,12336.3,110417,Retiro,
715,Scotiabank,04/12/2024,"BBVA MEXICO GASTOS VARIOS VACU /46575850 13:57:46 2024120440044B36K0000063426895 FECHA OPERACION: ""Para los efectos del art. 100 de la Ley de Instituciones de CrÃ©dito, se hace constar que la presente impresiÃ³n proviene de medios magnÃ©ticos y digitales que obran en los archivos de esta InstituciÃ³n"" Scotiabank Inverlat S.A. 004094 PAGINA 3 DE 17 Cuenta 25601852364 Detalledetusmovimientos Fecha Concepto Origen/Referencia DepÃ³sito Retiro Saldo MALDONADO VILLASENOR CONSULTOR ES SC /012650001164911702 SEL TRANSF. INTERBANCARIA SPEI",41224,5500,104917,Retiro,
716,Scotiabank,04/12/2024,BBVA MEXICO GASTOS VARIOS LMCS /46579312 13:59:41 2024120440044B36K0000063426987 FECHA OPERACION: MALDONADO VILLASENOR CONSULTOR ES SC /012650001164911702 SEL TRANSF. INTERBANCARIA SPEI,41224,838,104079,Retiro,
717,Scotiabank,04/12/2024,BBVA MEXICO PAGO F. A57953 CUOTA MENSUAL /46610176 14:08:28 2024120440044B36K0000063427501 FECHA OPERACION: COLEGIO DE CONTADORES PUBLICOS DEL ESTAD/012650001420485820 TRANSF INTERBANCARIA SPEI,41224,18775,122854,Deposito,
718,Scotiabank,04/12/2024,TRANSF INTERBANCARIA SPEI /C3798 8846APR2202412043594798981 PROACTIVE SUPPLY CHAIN SOLUTIO /NS S DE RL/07265001 TRANSF INTERBANCARIA SPEI,3769,4300,127154,Deposito,
719,Scotiabank,04/12/2024,TRANSF INTERBANCARIA SPEI /PAGO DE HONORAR BNET01002412040030804652 EMILIO PELLICO GOMEZ HARO //012650001889051426 TRANSF INTERBANCARIA SPEI,41224,2120,129274,Deposito,
720,Scotiabank,04/12/2024,"TRANSF INTERBANCARIA SPEI /CONTABILIDAD 085905336104333946 AURORA,GARCIA TERUEL/Y MALDONA /DO/0026500817452863 05 DIC SEL TRANSF. INTERBANCARIA SPEI",51224,2858.95,126415,Retiro,
721,Scotiabank,05/12/2024,BBVA MEXICO PAGO TARJETA AMERICAN /48945056 09:49:19 2024120540044B36K0000063442327 FECHA OPERACION: MALDONADO VILLASENOR CONSULTOR ES SC /012650001164911702 SEL TRANSF. INTERBANCARIA SPEI,51224,2842,123573,Retiro,
722,Scotiabank,05/12/2024,SANTANDER PAGO F. B10929 LICENCIA DIC /48943388 09:52:46 2024120540044B36K0000063442452 FECHA OPERACION: SYSTEMS BCT MEXICO SAP DE CV /014150655067062835 TRANSF INTERBANCARIA SPEI,51224,6960,130533,Deposito,
723,Scotiabank,05/12/2024,TRANSF INTERBANCARIA SPEI /FACTURA C3779 7875APR2202412053597338993 HA CNC TECHNIK SA DE CV //072650012364849412 TRANSF INTERBANCARIA SPEI,51224,9575,140108,Deposito,
724,Scotiabank,05/12/2024,TRANSF INTERBANCARIA SPEI /FACTURA C 3753 BNET01002412050031032219 55 SOLUCION AC //012650001722144827 004094 PAGINA 4 DE 17 Cuenta 25601852364 Detalledetusmovimientos Fecha Concepto Origen/Referencia DepÃ³sito Retiro Saldo TRANSF INTERBANCARIA SPEI,3815,5220,145328,Deposito,
725,Scotiabank,05/12/2024,TRANSF INTERBANCARIA SPEI /C3815 036INBU05122024182769401 ADMINISTRACION CEORTE SC //036650500646647042 TRANSF INTERBANCARIA SPEI,3755,9860,155188,Deposito,
726,Scotiabank,05/12/2024,TRANSF INTERBANCARIA SPEI /C3755 036INBU05122024182769053 ADMINISTRACION CEORTE SC //036650500646647042 SEL TRASPASO ENTRE CUENTAS,18,10440,165628,Deposito,
727,Scotiabank,06/12/2024,MALDONADO VILLASE OR PAGO F. C3802 HONORARIOS DIC 001750350414 17:35:07 SEL TRASPASO ENTRE CUENTAS,18,6496,172124,Deposito,
728,Scotiabank,06/12/2024,MALDONADO VILLASE OR PAGO F. C3807 HONORARIOS NOV 001752373620 10:55:57 SEL TRASPASO ENTRE CUENTAS,18,687.91,172812,Deposito,
729,Scotiabank,06/12/2024,MALDONADO VILLASE OR PAGO F. C3811 HONOR SERV ARCHI 001752412480 11:07:34 SEL TRASPASO ENTRE CUENTAS,18,61700.4,234513,Deposito,
730,Scotiabank,06/12/2024,MALDONADO VILLASE OR PAGO F. C3806 HONORARIOS NOV 001752420446 11:10:07 SEL TRASPASO ENTRE CUENTAS,18,61700.4,296213,Deposito,
731,Scotiabank,06/12/2024,MALDONADO VILLASE OR PAGO F.C3805 HONORARIOS NOV 001752426599 11:15:18 TRANSF INTERBANCARIA SPEI,22,16653,312866,Deposito,
732,Scotiabank,06/12/2024,TRANSF INTERBANCARIA SPEI /PAGO 3774 DEL P HSBC577173 FUNDACION DEPORTIVO PARQUE ESP /ANA I/0216500402526 TRANSF INTERBANCARIA SPEI,61224,8045.01,320911,Deposito,
733,Scotiabank,06/12/2024,TRANSF INTERBANCARIA SPEI /3734 BNET01002412060031294694 GERSOR SA DE CV //012650001694112327 TRANSF INTERBANCARIA SPEI,61224,4235,325146,Deposito,
734,Scotiabank,06/12/2024,TRANSF INTERBANCARIA SPEI /3733 BNET01002412060031345161 CENTRO UNIVERSITARIO ALBADA //012650001641269045 TRANSF INTERBANCARIA SPEI,61224,6736,331882,Deposito,
735,Scotiabank,06/12/2024,TRANSF INTERBANCARIA SPEI /COPARMEX PUEBLA BNET01002412060000454082 CENTRO EMPRESARIAL D E PUEBLA /SP/0126500015028373 TRANSF INTERBANCARIA SPEI,2,2630,334512,Deposito,
736,Scotiabank,06/12/2024,TRANSF INTERBANCARIA SPEI /PAGO CONTABILID 2024120640014SNET0000470235870 LILIA ADRIANA GARCIA CORONADO //014650605667985147 TRANSF INTERBANCARIA SPEI,61224,9175,343687,Deposito,
737,Scotiabank,06/12/2024,"TRANSF INTERBANCARIA SPEI /3735 BNET01002412060031463246 ""Para los efectos del art. 100 de la Ley de Instituciones de CrÃ©dito, se hace constar que la presente impresiÃ³n proviene de medios magnÃ©ticos y digitales que obran en los archivos de esta InstituciÃ³n"" Scotiabank Inverlat S.A. 004094 PAGINA 5 DE 17 Cuenta 25601852364 Detalledetusmovimientos Fecha Concepto Origen/Referencia DepÃ³sito Retiro Saldo DISTRIBUCIONES BONAS ORT SA DE / CV/012650001609423 09 DIC TRANSF INTERBANCARIA SPEI",3756,7147,350834,Deposito,
738,Scotiabank,09/12/2024,TRANSF INTERBANCARIA SPEI /PAGO CFDI C3756 085900060130334248 AGROINSUMOS DISAGRO SA DE CV //002650081747922258 TRANSF INTERBANCARIA SPEI,71224,1610,352444,Deposito,
739,Scotiabank,09/12/2024,TRANSF INTERBANCARIA SPEI /PAGO FACT C3787 HSBC544985 MARIA ANGELICA DE LA HUERTA R /ESENDIZ/02165006542 SEL TRASPASO ENTRE CUENTAS,18,9280,361724,Deposito,
740,Scotiabank,09/12/2024,MALDONADO VILLASE OR PAGO F. C3809 HONORARIOS NOV 001757765559 09:59:38 TRANSF INTERBANCARIA SPEI,5251,20880,382604,Deposito,
741,Scotiabank,09/12/2024,TRANSF INTERBANCARIA SPEI /HONORARIOS CONT 002601002412090000686053 BANCO ACTINVER SA PO R CTA FID /EICOMISO F/01265000 03 POR COBRANZA DOMICILIADA,1759144723,15364,367240,Retiro,
742,Scotiabank,10/12/2024,RFC/CURP: TEL681113KD2 IVA: 0.00 FOLIO DE RASTREO: 00020241209003514 NUMERO REFERENCIA: 0241209 TRANSF INTERBANCARIA SPEI,101224,14520,381760,Deposito,
743,Scotiabank,10/12/2024,TRANSF INTERBANCARIA SPEI /CONTABILIDAD 3T BNET01002412100032020422 THREE TURTLE LIMITED SA DE CV //012650001162967266 11 DIC SEL TRANSF. INTERBANCARIA SPEI,111224,4291.6,377468,Retiro,
744,Scotiabank,11/12/2024,BBVA MEXICO PAGO 3% LMCS /63552089 11:42:02 2024121140044B36K0000063596889 FECHA OPERACION: MALDONADO VILLASENOR CONSULTOR ES SC /012650001164911702 SEL TRANSF. INTERBANCARIA SPEI,111224,38594.1,338874,Retiro,
745,Scotiabank,11/12/2024,BBVA MEXICO PAGO 3% NOV VACU /63598860 11:58:32 2024121140044B36K0000063597875 FECHA OPERACION: MALDONADO VILLASENOR CONSULTOR ES SC /012650001164911702 SEL TRANSF. INTERBANCARIA SPEI,111224,14167,324707,Retiro,
746,Scotiabank,11/12/2024,BBVA MEXICO PAGO GASTOS 45 ANIV VACU /63945652 13:39:55 2024121140044B36K0000063604790 FECHA OPERACION: MALDONADO VILLASENOR CONSULTOR ES SC /012650001164911702 SEL TRANSF. INTERBANCARIA SPEI,111224,2500,322207,Retiro,
747,Scotiabank,11/12/2024,BBVA MEXICO PAGO GASTOS 45 ANIV LMCS /63947817 13:41:35 004094 PAGINA 6 DE 17 Cuenta 25601852364 Detalledetusmovimientos Fecha Concepto Origen/Referencia DepÃ³sito Retiro Saldo 2024121140044B36K0000063604911 FECHA OPERACION: MALDONADO VILLASENOR CONSULTOR ES SC /012650001164911702 SEL TRASPASO ENTRE CUENTAS,18,29580,351787,Deposito,
748,Scotiabank,11/12/2024,MALDONADO VILLASENOR CONSULTOR PAGO F.C3808 HONORARIOS NOV 001764081906 14:17:51 SEL TRANSF. INTERBANCARIA SPEI,111224,270479,81308.2,Retiro,
749,Scotiabank,11/12/2024,"BBVA MEXICO PAGO NOM1A DIC, AG, PV /64062030 14:19:39 2024121140044B36K0000063607477 FECHA OPERACION: MALDONADO VILLASENOR CONSULTOR ES SC /012650001164911702 TRANSF INTERBANCARIA SPEI",1112240,14520,95828.2,Deposito,
750,Scotiabank,11/12/2024,TRANSF INTERBANCARIA SPEI /CONTABILIDAD BNET01002412110032499576 THREE TURTLE LIMITED SA DE CV //012650001162967266 TRANSF INTERBANCARIA SPEI,1112240,1750,97578.2,Deposito,
751,Scotiabank,11/12/2024,TRANSF INTERBANCARIA SPEI /CONTA BNET01002412110032500064 THREE TURTLE LIMITED SA DE CV //012650001162967266 TRANSF INTERBANCARIA SPEI,1112240,1750,99328.2,Deposito,
752,Scotiabank,11/12/2024,TRANSF INTERBANCARIA SPEI /CONTA BNET01002412110032500648 THREE TURTLE LIMITED SA DE CV //012650001162967266 TRANSF INTERBANCARIA SPEI,111224,5060,104388,Deposito,
753,Scotiabank,11/12/2024,TRANSF INTERBANCARIA SPEI /C3765 BNET01002412110032517210 CARLOS RUIZ ACEVEDO //012650001915306155 13 DIC SEL TRASPASO ENTRE CUENTAS,18,20300,124688,Deposito,
754,Scotiabank,13/12/2024,MALDONADO VILLASE OR PAGO F. C3804 HONORARIOS NOV 001766449538 11:54:55 SEL TRANSF. INTERBANCARIA SPEI,121224,15438.6,109250,Retiro,
755,Scotiabank,13/12/2024,BBVA MEXICO PAGO F. A1158 APOYO CALCULO IMPTOS /67544514 06:24:03 2024121240044B36K0000063627883 FECHA OPERACION: SINERGIA CORPORATIVA VILLESANT SA DE CV /012650001111240565 TRANSF INTERBANCARIA SPEI,5251,12412,121662,Deposito,
756,Scotiabank,13/12/2024,TRANSF INTERBANCARIA SPEI /CONSULTORIA MEN 002601002412130000614231 BANCO ACTINVER SA PO R CTA FID /EICOMISO F/01265000 TRANSF INTERBANCARIA SPEI,50,16653,138315,Deposito,
757,Scotiabank,13/12/2024,"TRANSF INTERBANCARIA SPEI /PAGO 3816 DEL P HSB5208252 FUNDACION DEPORTIVO PARQUE ESP ""Para los efectos del art. 100 de la Ley de Instituciones de CrÃ©dito, se hace constar que la presente impresiÃ³n proviene de medios magnÃ©ticos y digitales que obran en los archivos de esta InstituciÃ³n"" Scotiabank Inverlat S.A. 004094 PAGINA 7 DE 17 Cuenta 25601852364 Detalledetusmovimientos Fecha Concepto Origen/Referencia DepÃ³sito Retiro Saldo /ANA I/0216500402526 TRANSF INTERBANCARIA SPEI",507,17400,155715,Deposito,
758,Scotiabank,13/12/2024,"TRANSF INTERBANCARIA SPEI /ANDREAS STIHL S 002601002412130000732420 ANDREAS STIHL,SA DE CV //012650004476808131 TRANSF INTERBANCARIA SPEI",131224,4235,159950,Deposito,
759,Scotiabank,13/12/2024,TRANSF INTERBANCARIA SPEI /3799 BNET01002412130032921652 CENTRO UNIVERSITARIO ALBADA //012650001641269045 TRANSF INTERBANCARIA SPEI,14626,92800,252750,Deposito,
760,Scotiabank,13/12/2024,TRANSF INTERBANCARIA SPEI /PAGO37062 002601002412130000830401 PRODUCTOS AVICOLAS E L CALVARI /O S DE RL/012650001 TRANSF INTERBANCARIA SPEI,7709028,8000,260750,Deposito,
